"Id","SalePrice"
1461,49867.52734375
1462,58043.953125
1463,67769.3671875
1464,70494.8828125
1465,82019.1796875
1466,71028.21875
1467,64486.984375
1468,67215.703125
1469,72381.0703125
1470,49267.57421875
1471,78121.3671875
1472,39671.27734375
1473,40680.9453125
1474,63246.23828125
1475,56112.38671875
1476,143940.25
1477,101890.0390625
1478,123982.265625
1479,110438.734375
1480,171205.78125
1481,122108.625
1482,85418.234375
1483,67420.375
1484,70062.6484375
1485,68332.171875
1486,79724.6484375
1487,123162.6875
1488,102115.953125
1489,76296.1171875
1490,78431.171875
1491,77211.4609375
1492,41585.1953125
1493,70378.5703125
1494,115933.859375
1495,116645.3125
1496,86624.546875
1497,75082
1498,63547.125
1499,63578.625
1500,60185.08984375
1501,67991.8671875
1502,62853.28125
1503,104505.1796875
1504,91710.1875
1505,84732.8359375
1506,69943.640625
1507,81016.78125
1508,73937.0703125
1509,63562.92578125
1510,58063.984375
1511,58017.09375
1512,65490.12890625
1513,63024.94921875
1514,59409.5703125
1515,74105.7421875
1516,64917.85546875
1517,56225.75
1518,55926.63671875
1519,84918.2578125
1520,54782.125
1521,56068.49609375
1522,67158.2890625
1523,46355.6484375
1524,48849.1640625
1525,49532.6796875
1526,49985.453125
1527,44484.859375
1528,48899.8984375
1529,56557.2421875
1530,64636.15234375
1531,51447.53125
1532,43130.7421875
1533,55833.88671875
1534,46512.3984375
1535,57405.0859375
1536,47722.8515625
1537,35770.16796875
1538,67151.0703125
1539,80845.125
1540,46246.94921875
1541,57363.171875
1542,54069.19921875
1543,75523.5703125
1544,35697.09375
1545,42731.5546875
1546,50651.3671875
1547,53169.21875
1548,51228.0625
1549,45048.54296875
1550,58587.62890625
1551,48165.1953125
1552,57103.75
1553,54151.37109375
1554,44838.4140625
1555,63815.83984375
1556,35829.59765625
1557,49798.21875
1558,37750.0859375
1559,43570.7265625
1560,56615.39453125
1561,58668.86328125
1562,49451.98828125
1563,48625.75390625
1564,61001.55859375
1565,60867.6328125
1566,82861.9296875
1567,35894.02734375
1568,79642.1015625
1569,55524.51171875
1570,52315.390625
1571,53373.26171875
1572,55641.5234375
1573,87493.4375
1574,49723.29296875
1575,82256.640625
1576,85024.3125
1577,74387.390625
1578,59933.51953125
1579,52918.25
1580,75592.4453125
1581,53353.2578125
1582,50681.15625
1583,126552.1015625
1584,92443.859375
1585,55145.57421875
1586,30822.40625
1587,44591.35546875
1588,56035.0390625
1589,40055.75
1590,54245.7421875
1591,43777.34375
1592,50392.28515625
1593,51250.94921875
1594,48496.4453125
1595,49017.23046875
1596,87032.953125
1597,61978.875
1598,73388.1875
1599,76080.4140625
1600,80560.7265625
1601,30835.94140625
1602,46225.04296875
1603,34250.7734375
1604,102251.09375
1605,104290.8125
1606,64281.73046875
1607,66752.1328125
1608,82813.3203125
1609,74829.53125
1610,61138.33984375
1611,59945.44921875
1612,65226.3671875
1613,63972.8828125
1614,46880.078125
1615,35737.71875
1616,35120.4453125
1617,37361.6015625
1618,49327.4765625
1619,51997.24609375
1620,57109.3515625
1621,51517.5625
1622,55431.6015625
1623,105843.25
1624,80514.890625
1625,50540.9375
1626,68230.2265625
1627,70179.5859375
1628,109596.0625
1629,70789.0625
1630,117864.0078125
1631,84681.5
1632,97471.7265625
1633,67370.0546875
1634,71289.2890625
1635,70250.9921875
1636,64167.09765625
1637,68069.078125
1638,84088.1484375
1639,71336.15625
1640,90887.25
1641,72013.59375
1642,84378.6328125
1643,93967.1953125
1644,89973.3671875
1645,67966.4140625
1646,61267.60546875
1647,67187.859375
1648,56496.8515625
1649,52897.0078125
1650,48120.5859375
1651,48044.1015625
1652,39819.80859375
1653,39855.7265625
1654,65008.53515625
1655,63009.27734375
1656,62653.97265625
1657,64812.97265625
1658,64998.71875
1659,56564.02734375
1660,58064.82421875
1661,166626.34375
1662,137719.890625
1663,146630.828125
1664,153239.75
1665,126001.0703125
1666,120970
1667,130885.71875
1668,127777.2734375
1669,117133.5546875
1670,131766.984375
1671,95391.875
1672,167479.671875
1673,117329.0546875
1674,103278.8046875
1675,69489.421875
1676,69713.828125
1677,76972.9375
1678,157784.40625
1679,142538.8125
1680,115460.734375
1681,102400.75
1682,117225.28125
1683,75287.3359375
1684,71760.984375
1685,70473.1171875
1686,72719.203125
1687,67456.15625
1688,76288.46875
1689,76956.421875
1690,74016.71875
1691,68013.140625
1692,108212.7421875
1693,67289.1015625
1694,69647.1015625
1695,68515.359375
1696,103020.0703125
1697,68772.140625
1698,128613.5546875
1699,126132.6484375
1700,93346.1640625
1701,104301.25
1702,107113.3515625
1703,104982.40625
1704,114626.9296875
1705,91929.296875
1706,150458.640625
1707,79870.78125
1708,76722.453125
1709,111911.3046875
1710,92019.140625
1711,103896.515625
1712,97420.375
1713,98918.140625
1714,84315.484375
1715,77709.390625
1716,70528.4609375
1717,66563.0859375
1718,54640.05859375
1719,81141.2109375
1720,101113.890625
1721,67320.3125
1722,52304.84765625
1723,59320.2734375
1724,84847.40625
1725,90329.796875
1726,72956.1015625
1727,67898.109375
1728,74685.7421875
1729,62763.234375
1730,62442.49609375
1731,50776.08984375
1732,50580.16796875
1733,49487.875
1734,52348.45703125
1735,50615.25
1736,48781.96484375
1737,125580.9453125
1738,80345.53125
1739,97681.5078125
1740,79138.203125
1741,66616.171875
1742,67969.2421875
1743,68476.2578125
1744,107291.9765625
1745,84489.2421875
1746,90681.5
1747,84336.3046875
1748,76402.7890625
1749,61369.69140625
1750,56805.484375
1751,85742
1752,49097.453125
1753,59338.45703125
1754,81384.1953125
1755,65449.34375
1756,49784.875
1757,48980.0390625
1758,57538.28515625
1759,66792.0703125
1760,61008.28515625
1761,59485.296875
1762,65756.296875
1763,68892.5
1764,48496.28125
1765,71013.5625
1766,68905.640625
1767,76269.390625
1768,55789.3125
1769,68702.7734375
1770,53842.078125
1771,55350.703125
1772,48681.55859375
1773,54200.25
1774,55964.51171875
1775,52617.5078125
1776,49504.46875
1777,45662.23046875
1778,52071.390625
1779,45063.41015625
1780,69870.046875
1781,54004.6640625
1782,41894.75390625
1783,50994.078125
1784,41101.62890625
1785,48567.328125
1786,62705.89453125
1787,66901.1171875
1788,24974.498046875
1789,41556.765625
1790,35959.76953125
1791,66538.234375
1792,58064.58203125
1793,56896.8203125
1794,54454.2265625
1795,54707.01953125
1796,50592.2265625
1797,46966.3046875
1798,50881.6953125
1799,44124.4765625
1800,49515.54296875
1801,51894.609375
1802,60196.78515625
1803,63745.94140625
1804,52549.58203125
1805,53164.4765625
1806,44188.078125
1807,55848.3828125
1808,47705.34375
1809,48517.046875
1810,58328.28125
1811,46904.5234375
1812,46118.16796875
1813,47427.73828125
1814,42141.48828125
1815,27188.802734375
1816,42918.95703125
1817,53111.1171875
1818,55930.859375
1819,45725.28515625
1820,32379.798828125
1821,51347.45703125
1822,63231.83203125
1823,21720.25
1824,54309.00390625
1825,53449.51953125
1826,42742.55859375
1827,45465.69140625
1828,54202.578125
1829,48567.73828125
1830,59007.40625
1831,65665.21875
1832,44815.3671875
1833,57547.07421875
1834,50170.44921875
1835,61297.265625
1836,52300.28125
1837,39011.140625
1838,49515.53515625
1839,35963.48046875
1840,56875.83984375
1841,54843.6328125
1842,37045.09765625
1843,54995.00390625
1844,54637.80078125
1845,56898.1875
1846,61279.921875
1847,61274.99609375
1848,25857.03125
1849,48026.2734375
1850,52206.4765625
1851,59989.75390625
1852,52993.296875
1853,53785.19140625
1854,67921.3515625
1855,63335.29296875
1856,86335.1328125
1857,65901.875
1858,55421.18359375
1859,52519.59765625
1860,58489.79296875
1861,52509.08203125
1862,96140.515625
1863,94299.28125
1864,94299.28125
1865,120242.4296875
1866,123527.3125
1867,99000.71875
1868,108582.3203125
1869,76224.8515625
1870,95614.828125
1871,103358.3359375
1872,69826.40625
1873,85306.4296875
1874,52392.8671875
1875,79142.234375
1876,72508.6796875
1877,83725.1171875
1878,84725.0859375
1879,50330.06640625
1880,52142.1484375
1881,93085.59375
1882,102470.7421875
1883,79029.328125
1884,84115.453125
1885,99916.1484375
1886,108844.203125
1887,81505.6484375
1888,107988.9921875
1889,66919.25
1890,52100.62109375
1891,54650.61328125
1892,45234.96484375
1893,53447.29296875
1894,54079.98828125
1895,60724.703125
1896,49054.62109375
1897,46525.2578125
1898,45001.6640625
1899,58387.72265625
1900,53544.8203125
1901,63353.31640625
1902,54586.82421875
1903,76094.1484375
1904,54174.87890625
1905,71590.109375
1906,56675.56640625
1907,73410.4921875
1908,48554.9765625
1909,53326.37890625
1910,52674.00390625
1911,74395.8125
1912,92998.375
1913,55655.19921875
1914,25020.8125
1915,103408.0234375
1916,25309.908203125
1917,108015.3828125
1918,52115.73046875
1919,61016.62890625
1920,63872.95703125
1921,150252.28125
1922,123532.375
1923,75633.3125
1924,80723.484375
1925,87652.40625
1926,147158.140625
1927,52238.18359375
1928,61359.6328125
1929,48461.53125
1930,51856.90234375
1931,53401.27734375
1932,53362.59375
1933,65939.703125
1934,69612.734375
1935,68395.9921875
1936,69305.296875
1937,71154.5859375
1938,67199.4296875
1939,98250.8828125
1940,81973.328125
1941,70516.515625
1942,71942.234375
1943,83751.84375
1944,121208.3125
1945,138731.96875
1946,62817.6875
1947,113516.859375
1948,67490.28125
1949,91482.9140625
1950,72731.8515625
1951,97666.65625
1952,89120
1953,65337.96484375
1954,79356.484375
1955,51099.9609375
1956,100036.21875
1957,66553.4375
1958,118283.0625
1959,55782.3359375
1960,45227
1961,49826.03515625
1962,39733.890625
1963,41384.046875
1964,44219.4375
1965,60946.51953125
1966,62214.484375
1967,109002.8046875
1968,143535.75
1969,146558.21875
1970,160883.46875
1971,150049.015625
1972,138555.234375
1973,107175.3046875
1974,119766.796875
1975,151044.484375
1976,107024.8125
1977,128657.46875
1978,134087.71875
1979,127616.734375
1980,76625.078125
1981,128077.15625
1982,88017.0859375
1983,86262.90625
1984,72989.109375
1985,82289.9140625
1986,83676.2265625
1987,72885.171875
1988,71101.5390625
1989,77657.4375
1990,87384.5546875
1991,76405.8046875
1992,83117.6796875
1993,69692.84375
