"Id","SalePrice"
1461,88647.25
1462,109320.5234375
1463,132617.125
1464,136361.125
1465,144793.5
1466,130453.8515625
1467,124659.640625
1468,126524.96875
1469,128652.8203125
1470,89825.8046875
1471,148482.609375
1472,75535.8359375
1473,78249.2890625
1474,104250.3515625
1475,87855.75
1476,276948.21875
1477,182856.65625
1478,229351.03125
1479,215464.765625
1480,373690.78125
1481,224125.65625
1482,152249.4375
1483,134103.53125
1484,129651.4609375
1485,135510.765625
1486,146706.046875
1487,244740.4375
1488,170947.921875
1489,152839.109375
1490,175237.359375
1491,145396.859375
1492,76589.4296875
1493,120595.328125
1494,220458.5625
1495,204744.890625
1496,183839.390625
1497,135995.390625
1498,123446.4375
1499,123338
1500,122801.4921875
1501,130305.828125
1502,116451.046875
1503,223047.265625
1504,168379.15625
1505,163294.3125
1506,132819.34375
1507,185047.65625
1508,131304.03125
1509,113760.6640625
1510,105494.671875
1511,107065.6171875
1512,125012.15625
1513,105396.234375
1514,112243.8359375
1515,132340.796875
1516,104825.125
1517,111748.75
1518,98325.5625
1519,172069.734375
1520,96975.7109375
1521,95465.0546875
1522,113311.375
1523,82242.375
1524,89728.0625
1525,85917.7265625
1526,91425.9375
1527,78563.6875
1528,95270.7578125
1529,104207.1796875
1530,115758.09375
1531,89369.96875
1532,73206.8203125
1533,111982.5390625
1534,91207.6328125
1535,102682.875
1536,84804.796875
1537,69705.0703125
1538,118067.84375
1539,150080.3125
1540,91740.984375
1541,105674.546875
1542,100538.359375
1543,156205.0625
1544,68837.1796875
1545,80956.8984375
1546,99902.203125
1547,101000.140625
1548,100350.2109375
1549,82338.375
1550,104367.78125
1551,80909.109375
1552,105472.640625
1553,105551.21875
1554,86174.15625
1555,119469.8984375
1556,83833.703125
1557,85399.515625
1558,75425.796875
1559,80595.2890625
1560,97304.9296875
1561,103374.0234375
1562,92802.25
1563,87546.8671875
1564,117228.1640625
1565,112540.6328125
1566,166797.328125
1567,63062.84375
1568,159212
1569,109618.7890625
1570,104236.6484375
1571,90870.8828125
1572,101804.34375
1573,184313.53125
1574,87864.5859375
1575,165550.34375
1576,171537.140625
1577,147697.890625
1578,107233.1875
1579,106835.9921875
1580,139471.328125
1581,110510.1875
1582,90317.3671875
1583,231197.765625
1584,175493.625
1585,106501.03125
1586,58824.73046875
1587,77171.2109375
1588,107763.1171875
1589,80147.0078125
1590,93670.6640625
1591,75675.328125
1592,94478.484375
1593,92374.109375
1594,110781.7734375
1595,84084.3515625
1596,171212.421875
1597,129426.9921875
1598,145313.4375
1599,130682.3984375
1600,134061.53125
1601,57372.296875
1602,84937.578125
1603,63570.375
1604,203397.125
1605,181309.734375
1606,114123.2265625
1607,125545.3359375
1608,156618.859375
1609,145483.4375
1610,125679.7578125
1611,104022.9453125
1612,136837.984375
1613,126137.71875
1614,91867.6796875
1615,68923.1796875
1616,61703.71875
1617,70108.140625
1618,86883.0234375
1619,102485.7109375
1620,124779.21875
1621,104771.03125
1622,100441.2421875
1623,199248.0625
1624,160774.3125
1625,89764.7265625
1626,111729.9609375
1627,137448.734375
1628,193512.359375
1629,133819.71875
1630,276518.6875
1631,155970.671875
1632,170250.546875
1633,130094.578125
1634,134604.203125
1635,132400.28125
1636,116888.4765625
1637,134700.5
1638,141347.046875
1639,123259.1640625
1640,174856.078125
1641,114355.140625
1642,169439.953125
1643,163529.828125
1644,166060.609375
1645,141699.125
1646,104662.640625
1647,104970.328125
1648,100152.1796875
1649,99897.0078125
1650,81034.109375
1651,86835.9375
1652,74755.4765625
1653,74284.296875
1654,106184.2734375
1655,104107.0078125
1656,100950.90625
1657,105874.40625
1658,102803.390625
1659,89845.0390625
1660,107462.7109375
1661,368999.1875
1662,273050.96875
1663,278521.375
1664,345532
1665,237692.265625
1666,233387.546875
1667,282151.96875
1668,249019.734375
1669,223129.25
1670,258247.28125
1671,199368.578125
1672,359236.5
1673,215871.546875
1674,185998.640625
1675,141790.84375
1676,146309.765625
1677,162008.40625
1678,352366.28125
1679,303126.4375
1680,249076.6875
1681,191826.890625
1682,227297.890625
1683,132920.09375
1684,128145.3046875
1685,129057.671875
1686,128485.5546875
1687,128063.71875
1688,139324.203125
1689,142760.234375
1690,137936.484375
1691,137572.78125
1692,190452.953125
1693,130104.4921875
1694,132044.4375
1695,124924.140625
1696,194850.875
1697,124579.65625
1698,257769.5625
1699,247465.296875
1700,178630.171875
1701,192258.53125
1702,189553
1703,191807.96875
1704,208355.25
1705,165700.75
1706,338022.90625
1707,159395.671875
1708,154180.625
1709,195880.8125
1710,165469.703125
1711,191328.328125
1712,176260.140625
1713,218303.84375
1714,155293.328125
1715,154278.09375
1716,137319
1717,123204.984375
1718,97539.7578125
1719,154062.1875
1720,170617
1721,124234.96875
1722,92537.3046875
1723,113318.5234375
1724,159767.0625
1725,169776.796875
1726,141101.984375
1727,128465.7265625
1728,137260.453125
1729,124857.21875
1730,112846.6328125
1731,87657.8359375
1732,88726.5625
1733,86670.25
1734,88381.3359375
1735,95122.6953125
1736,81751.5234375
1737,233291.359375
1738,154575.046875
1739,211764.265625
1740,170437.515625
1741,146673.359375
1742,127893.3125
1743,132464.03125
1744,216621.234375
1745,161782.828125
1746,137376.578125
1747,154244.640625
1748,163380.40625
1749,109510.59375
1750,91118.0078125
1751,155635.375
1752,86459.3984375
1753,107345.9140625
1754,134603.328125
1755,123553.4765625
1756,90529.140625
1757,85604.8359375
1758,101658.5703125
1759,116652.6875
1760,118266.8984375
1761,97772.1171875
1762,133815.09375
1763,119154.3359375
1764,87264.1484375
1765,121102.265625
1766,125514.9296875
1767,149471.75
1768,101290.21875
1769,118256.4296875
1770,105670.3828125
1771,93672.765625
1772,94238.1875
1773,94680.5625
1774,106386.625
1775,95617.515625
1776,92917.1171875
1777,87145.1953125
1778,102548.3828125
1779,89346.8828125
1780,118555.953125
1781,94334.9375
1782,73509.015625
1783,104356.6796875
1784,80477.4296875
1785,92708.625
1786,110419.3359375
1787,126379.75
1788,50620.54296875
1789,78386.3984375
1790,68903.1328125
1791,133297.796875
1792,107320.5390625
1793,97422.890625
1794,108496.875
1795,91994.90625
1796,98139.2265625
1797,85191.3203125
1798,91944.46875
1799,84410.359375
1800,100557.484375
1801,95311.8359375
1802,95388.4375
1803,108348.6875
1804,101767.8515625
1805,94269.96875
1806,86338.421875
1807,94112.3203125
1808,93239.1796875
1809,87619.875
1810,107748.25
1811,84858.7734375
1812,77246.9296875
1813,90481.609375
1814,73690.1171875
1815,48227.37890625
1816,80773.359375
1817,98467.1015625
1818,114188.8984375
1819,94066.703125
1820,51623.67578125
1821,82255.3203125
1822,111619.625
1823,43289.9609375
1824,110937.2578125
1825,104196.6328125
1826,81398.890625
1827,77391.3359375
1828,103061.734375
1829,90313.1640625
1830,103419.2578125
1831,106986.078125
1832,79202.75
1833,105055.734375
1834,94162.6328125
1835,104867.0859375
1836,91147.765625
1837,72023.8671875
1838,98020.28125
1839,74633.5546875
1840,122257.8515625
1841,103119.0625
1842,72763.734375
1843,95639.5625
1844,99498.015625
1845,102984.890625
1846,105105.234375
1847,133669.828125
1848,51083.76953125
1849,86369.2890625
1850,91693.03125
1851,112322.671875
1852,90345.0859375
1853,107059.203125
1854,124715.984375
1855,118280.8125
1856,162005.0625
1857,126083.6875
1858,101589.7265625
1859,90132.953125
1860,113969.4296875
1861,89318.53125
1862,200614.359375
1863,197416.984375
1864,197428.6875
1865,241731.875
1866,244081.75
1867,171468.359375
1868,218288.140625
1869,154956.171875
1870,169792.015625
1871,182756.59375
1872,131679.828125
1873,163919.6875
1874,99159.9765625
1875,145850.96875
1876,140702.4375
1877,157425.96875
1878,155798.484375
1879,91178.4765625
1880,94911.0234375
1881,180584.71875
1882,175877.390625
1883,143963.609375
1884,157444.015625
1885,176095.046875
1886,208804.3125
1887,142782
1888,197942.703125
1889,123801.6328125
1890,93314.8828125
1891,107183.71875
1892,77667.4453125
1893,93936.6640625
1894,90486.234375
1895,96594.3046875
1896,89789.1328125
1897,89084.328125
1898,83971.5546875
1899,108366.703125
1900,97882.03125
1901,121416.6171875
1902,100607.4140625
1903,157977.296875
1904,98407.203125
1905,130719.890625
1906,118562.984375
1907,147971
1908,85172.0234375
1909,104405.4765625
1910,93064.390625
1911,138423.484375
1912,200423.109375
1913,109716.796875
1914,51099.15625
1915,242993.1875
1916,54534.6640625
1917,186996.78125
1918,97285.484375
1919,123503.21875
1920,119773.5
1921,308548.25
1922,241343.484375
1923,150504.5
1924,155497.6875
1925,157439.859375
1926,295715.6875
1927,94513.546875
1928,108146.921875
1929,90813.2578125
1930,100560.8125
1931,106391.203125
1932,106884.2890625
1933,128783.96875
1934,127431.765625
1935,127945.859375
1936,136309.09375
1937,132706.703125
1938,129735.4375
1939,179639.0625
1940,145025.8125
1941,128973.859375
1942,138676.609375
1943,155467.046875
1944,262261.375
1945,283267
1946,113936
1947,239216.671875
1948,129068.75
1949,184740.65625
1950,122963.3671875
1951,185481.453125
1952,145571.015625
1953,122108.8125
1954,130308.59375
1955,97436.5390625
1956,201054.9375
1957,112532.59375
1958,228276.609375
1959,104510.9765625
1960,83305.2890625
1961,89185.6484375
1962,72855.46875
1963,77298.8203125
1964,83800.7109375
1965,108565.625
1966,102828.4921875
1967,206023.59375
1968,358649.9375
1969,307088.90625
1970,335733.9375
1971,325674.375
1972,283288.71875
1973,187340.078125
1974,240471.453125
1975,331327.46875
1976,207265.25
1977,270379.4375
1978,276219.53125
1979,241338.625
1980,148949.046875
1981,251922.390625
1982,168712.671875
1983,156316.703125
1984,127199.8828125
1985,162260.78125
1986,158194.046875
1987,132392.421875
1988,134170.453125
1989,140812.984375
1990,162789.71875
1991,170404.390625
1992,149765.109375
1993,126459.40625
1994,164677.09375
1995,134662.296875
1996,183345.703125
1997,248055.71875
1998,246787.84375
1999,196167.703125
2000,230443.53125
2001,201997.984375
2002,180250.90625
2003,188834.296875
2004,202935.171875
2005,152823.875
2006,165225.96875
2007,182273.921875
2008,162289.65625
2009,149585.265625
2010,147082.734375
2011,100825.1875
2012,135243.6875
2013,136620.453125
2014,136151.53125
2015,146268.765625
2016,147820.84375
2017,145689.203125
2018,89157.609375
2019,92581.7109375
2020,83674.640625
2021,79966.09375
2022,120972.421875
2023,104223.0234375
2024,187458.984375
2025,263096.3125
2026,135652.453125
2027,119760.5546875
2028,115674.8828125
2029,123567.8984375
2030,201376.9375
2031,175988.296875
2032,194248.828125
2033,198548.03125
2034,121745.1015625
2035,147669.125
2036,134103.421875
2037,138370.265625
2038,214599.0625
2039,158875.5625
2040,220810.953125
2041,191237.953125
2042,147154.09375
2043,114984.796875
2044,124172.7109375
2045,146712.03125
2046,98502.0859375
2047,107620.375
2048,96342.7890625
2049,98607.921875
2050,124857.375
2051,86051.46875
2052,95465.4296875
2053,103652.5234375
2054,67793.984375
2055,113636.4765625
2056,105369.796875
2057,83389.171875
2058,166089.921875
2059,92683.703125
2060,122932.46875
2061,112074
2062,93747.9765625
2063,85571.6015625
2064,100185.265625
2065,88745.5234375
2066,120688.65625
2067,96628.140625
2068,99316.59375
2069,69393.34375
2070,83356.734375
2071,77051.734375
2072,94011.1328125
2073,99380.9296875
2074,123423.0625
2075,100138.765625
2076,86525.625
2077,108968.890625
2078,92110.625
2079,95433.65625
2080,85081.140625
2081,86081.3515625
2082,97249.4765625
2083,98674.3671875
2084,81766.609375
2085,88306.9296875
2086,96360.4921875
2087,90367.2734375
2088,76451.390625
2089,65914.2265625
2090,96063.015625
2091,89172.703125
2092,95201.3828125
2093,96090.0703125
2094,79786.9296875
2095,103202.796875
2096,67225.6953125
2097,73593.2734375
2098,98167.96875
2099,46625.33203125
2100,73127.0078125
2101,93808.109375
2102,95151.8671875
2103,75330.78125
2104,97754.2265625
2105,91960.4921875
2106,64344.79296875
2107,150776.125
2108,84617.4453125
2109,83104.0234375
